Store,Date,Time,Term,Trans,SNAP_ID,Total Spent with SNAP,Total Spent on Fruit & Vegatables,Total Spent on Other Items,Value of Coupons Redeemed,Count of Coupons Redeemed,CASH,CHECKS,EBT,EBT-OTHER,WIC,CREDIT CARDS,DEBIT CARDS,OTHER TENDERS
9,20190720,140935,4,48,9674,9.9,20.22,-10.32,20,2,0,0,9.9,0,0,0,0,0
1,20190721,171319,3,306,2606,26.23,18.83,11.64,10,1,0,0,26.23,0,0,4.24,0,0
4,20190721,121931,5,10,470,31.69,16.46,43.17,10,1,0,0,31.69,0,0,27.94,0,0
4,20190721,154231,3,91,9002,8.44,16.44,-8,10,1,0,0,8.44,0,0,0,0,0
4,20190721,160551,1,31,0,0,14.64,33.55,10,1,48.19,0,0,0,0,0,0,0
4,20190721,205525,2,398,4615,18.23,11.5,6.73,10,1,0,0,18.23,0,0,0,0,0
9,20190721,124606,1,144,0,0,11.31,-10,10,1,0,0,0,0,0,0,1.31,0
9,20190721,203329,2,401,3580,104.76,35.65,69.11,10,1,0,0,104.76,0,0,0,0,0
1,20190722,143841,2,70,9528,5.91,19.1,-13.19,15,2,0,0,5.91,0,0,0,0,0
1,20190722,151243,1,133,0,0,11,10.16,10,1,21.16,0,0,0,0,0,0,0
1,20190722,152537,4,226,0,0,7.08,14.48,5,1,0,0,0,0,0,21.56,0,0
4,20190722,155115,4,182,0,0,22.94,77.74,10,1,0,0,0,0,0,0,100.68,0
4,20190722,172008,4,247,0,0,26.91,76.09,10,1,0,0,0,0,45.1,0,57.9,0
4,20190722,185051,4,306,0,0,7.68,-6.49,5,1,1.19,0,0,0,0,0,0,0
4,20190722,192819,1,37,7791,7.29,13.48,-6.19,10,1,0,0,7.29,0,0,0,0,0
9,20190722,115854,9,127,8520,21.7,20.62,20.39,10,2,0,0,21.7,0,19.31,0,0,0
9,20190722,162229,5,207,0,0,11.78,-8.67,10,1,3.11,0,0,0,0,0,0,0
1,20190723,151153,1,120,0,0,15.45,-15,15,2,0.45,0,0,0,0,0,0,0
1,20190723,154300,4,29,9748,4.6,15.22,-10.62,10,1,0,0,4.6,0,0,0,0,0
1,20190723,161213,5,119,5845,7.54,10.55,-3.01,10,1,0,0,7.54,0,0,0,0,0
1,20190723,171113,2,130,978,42.64,7.91,37.24,5,1,2.51,0,42.64,0,0,0,0,0
9,20190723,95654,5,14,0,0,7.37,-5.19,5,1,2.18,0,0,0,0,0,0,0
9,20190723,140651,1,114,7126,22.65,11.96,15.28,10,1,0,0,22.65,0,0,0,4.59,0
9,20190723,144351,4,11,5686,22.01,16.93,5.08,10,1,0,0,22.01,0,0,0,0,0
9,20190723,150400,7,183,3177,35.23,13.97,21.26,10,1,0,0,35.23,0,0,0,0,0
1,20190724,162109,3,238,2666,38.66,13.94,24.72,10,1,0,0,38.66,0,0,0,0,0
1,20190724,164020,3,256,0,0,28.27,-18.96,10,1,9.31,0,0,0,0,0,0,0
1,20190724,183231,3,373,0,0,59.66,-2.64,20,2,57.02,0,0,0,0,0,0,0
4,20190724,92824,3,21,0,0,13.89,-1.69,10,1,-10,0,0,0,0,0,22.2,0
4,20190724,131423,4,54,1235,37.73,16.65,21.08,10,1,0,0,37.73,0,0,0,0,0
4,20190724,135112,4,72,455,64.78,64.74,0.04,10,1,0,0,64.78,0,0,0,0,0
9,20190724,151104,5,150,2725,83.63,13.95,69.68,10,1,0,0,83.63,0,0,0,0,0
9,20190724,155127,6,203,903,11.79,6.99,10.11,5,1,0,0,11.79,0,0,0,5.31,0
1,20190725,101122,3,87,3054,60.04,5.28,54.76,5,1,0,0,60.04,0,0,0,0,0
1,20190725,101510,3,89,3054,20.53,6.81,13.72,5,1,0,0,20.53,0,0,0,0,0
1,20190725,143934,5,41,0,0,26.1,43.21,10,1,0,0,0,0,0,0,69.31,0
1,20190725,160935,3,210,0,0,10.43,-4.27,10,1,0,0,0,0,0,0,6.16,0
1,20190725,162200,4,147,0,0,11.12,-7.1,10,1,4.02,0,0,0,0,0,0,0
1,20190725,180629,2,104,7449,28.32,7.87,20.45,5,1,0,0,28.32,0,0,0,0,0
4,20190725,91340,2,74,6614,3.29,5.98,-2.69,5,1,0,0,3.29,0,0,0,0,0
4,20190725,100404,3,44,2984,14.72,20.77,-6.05,10,1,0,0,14.72,0,0,0,0,0
4,20190725,161603,3,251,9354,32.04,15.3,28.54,10,1,0,11.8,32.04,0,0,0,0,0
1,20190726,114911,4,103,6808,18.74,14,10.03,10,2,5.29,0,18.74,0,0,0,0,0
1,20190726,133339,2,38,3229,41.12,32.44,8.68,10,1,0,0,41.12,0,0,0,0,0
1,20190726,140849,2,57,8588,6,11.72,-1.41,5,1,4.31,0,6,0,0,0,0,0
1,20190726,140851,1,124,7082,47.42,13.5,33.92,10,1,0,0,47.42,0,0,0,0,0
1,20190726,184536,3,399,8957,17.18,11.91,5.27,10,1,0,0,17.18,0,0,0,0,0
4,20190726,131810,2,61,1007,80.33,31.18,71.58,5,1,4.33,0,80.33,0,0,0,0,18.1
4,20190726,192816,2,295,8085,15.06,14.85,0.21,10,1,0,0,15.06,0,0,0,0,0
8,20190726,170740,1,93,8404,3.32,15.81,-12.49,5,1,0,0,3.32,0,0,0,0,0
9,20190726,80505,8,35,0,0,5.24,-0.08,5,1,5.16,0,0,0,0,0,0,0
9,20190726,140406,7,143,0,0,27.25,-14.82,20,2,2.43,0,0,0,0,0,0,10
9,20190726,162744,3,151,0,0,8.56,11.71,5,1,0,0,0,0,0,20.27,0,0
9,20190726,174330,4,108,0,0,11.42,24.81,5,1,-50,0,0,0,0,0,86.23,0
1,20190727,135400,3,254,2185,20.47,12.98,7.49,5,1,0,0,20.47,0,0,0,0,0
1,20190727,154715,4,9,3038,4.91,24.48,3.68,15,2,23.25,0,4.91,0,0,0,0,0
1,20190727,163029,3,354,0,0,15.72,-4.51,10,1,11.21,0,0,0,0,0,0,0
1,20190727,170749,4,74,5838,36.4,17.26,19.14,10,1,0,0,36.4,0,0,0,0,0
1,20190727,173531,3,387,5845,12.03,8.39,3.64,5,1,0,0,12.03,0,0,0,0,0
4,20190727,125307,3,142,6962,86.27,10.53,75.74,10,1,0,0,86.27,0,0,0,0,0
4,20190727,143919,5,114,0,0,15.59,29.05,10,1,0,0,0,0,0,44.64,0,0
4,20190727,145110,3,201,2289,1.61,12.22,4.82,10,1,5.43,0,1.61,0,0,0,0,10
4,20190727,151137,4,200,7067,42.28,42.26,0.02,10,1,0,0,42.28,0,0,0,0,0
4,20190727,164236,1,11,0,0,11.86,-11.83,10,1,0.03,0,0,0,0,0,0,0
4,20190727,165109,5,229,3599,1.56,24.63,33.28,10,1,0,0,1.56,0,0,56.35,0,0
4,20190727,174745,3,279,0,0,35.92,6.07,10,1,0,0,0,0,0,0,41.99,0
4,20190727,183504,2,255,4547,104.16,17.47,122.6,10,1,35.91,0,104.16,0,0,0,0,0
9,20190727,92246,9,64,5682,28.08,27.69,0.39,15,2,0,0,28.08,0,0,0,0,0
9,20190727,161851,3,98,9482,16.8,8.61,8.19,5,1,0,0,16.8,0,0,0,0,0
1,20190728,143456,30,65,0,0,5.16,-5,5,1,0.16,0,0,0,0,0,0,0
4,20190728,115529,3,159,0,0,14.24,7.47,10,1,0,0,0,0,0,0,21.71,0
9,20190728,150931,9,286,229,30.35,19.95,10.4,10,1,0,0,30.35,0,0,0,0,0
9,20190728,154950,4,111,0,0,13.36,23.56,10,1,0,0,0,0,0,0,36.92,0
4,20190729,205957,2,135,0,0,24.28,11.76,10,1,0,0,0,0,0,0,36.04,0
9,20190729,164910,7,295,3529,21.91,14.64,20.46,5,1,0,0,21.91,0,0,13.19,0,0
9,20190729,182553,3,105,0,0,14.84,68.08,10,1,0,0,0,0,0,82.92,0,0
1,20190730,165618,5,66,4555,15.32,15.28,0.04,10,1,0,0,15.32,0,0,0,0,0
1,20190730,182447,72,167,822,2.08,12.08,-10,10,1,0,0,2.08,0,0,0,0,0
1,20190730,194546,1,183,3054,11.93,5.28,6.65,5,1,0,0,11.93,0,0,0,0,0
1,20190730,200314,1,196,5845,18.15,8.61,9.54,5,1,0,0,18.15,0,0,0,0,0
9,20190730,170722,1,62,309,42.85,18.38,24.47,10,1,0,0,42.85,0,0,0,0,0
1,20190731,172737,3,359,9673,89.5,19.89,69.61,10,1,0,0,89.5,0,0,0,0,0
1,20190731,202235,3,476,8141,6.18,22.44,50.89,5,1,0,0,6.18,0,0,67.15,0,0
4,20190731,165718,4,163,8855,6.26,15.31,-9.05,10,1,0,0,6.26,0,0,0,0,0
4,20190731,185603,4,221,8085,8.84,12.03,-3.19,10,1,0,0,8.84,0,0,0,0,0
1,20190801,183740,3,357,7449,54.68,6.34,48.34,5,1,0,0,54.68,0,0,0,0,0
1,20190801,191840,2,229,0,0,12.05,-9.01,10,1,3.04,0,0,0,0,0,0,0
4,20190801,205236,2,280,151,189.05,49.83,146.17,10,1,0,0,189.05,0,0,6.95,0,0
9,20190801,125107,7,39,0,0,10.98,-8.51,10,1,2.47,0,0,0,0,0,0,0
9,20190801,133027,5,92,0,0,20.09,129.95,10,1,0,0,0,0,0,150.04,0,0
1,20190802,154827,2,215,771,10.13,16.14,-6.01,10,1,0,0,10.13,0,0,0,0,0
4,20190802,143820,2,162,7761,7.08,15.13,-8.05,10,1,0,0,7.08,0,0,0,0,0
4,20190802,151440,73,105,0,0,11.98,1.65,10,1,13.63,0,0,0,0,0,0,0
1,20190803,82803,1,24,4691,10.46,6.85,3.61,5,1,0,0,10.46,0,0,0,0,0
1,20190803,82939,1,25,4691,15.99,5.99,10,5,1,0,0,15.99,0,0,0,0,0
1,20190803,153341,2,153,0,0,20.73,59.88,10,1,0,0,0,0,21.74,58.87,0,0
4,20190803,110608,2,39,2984,47.41,17.24,30.17,10,1,0,0,47.41,0,0,0,0,0
4,20190803,131622,5,41,6510,18.17,10.23,7.94,10,1,0,0,18.17,0,0,0,0,0
4,20190803,173742,4,282,1235,30.4,16.64,19.56,10,1,0,0,30.4,0,0,5.8,0,0
9,20190803,143800,5,163,2525,38.63,25.99,17.3,5,1,4.66,0,38.63,0,0,0,0,0
9,20190803,152336,2,77,712,78.37,28.69,57.12,10,1,0,0,78.37,0,0,7.44,0,0
1,20190804,95324,3,42,7245,25.43,10.43,15,10,1,0,0,25.43,0,0,0,0,0
4,20190804,144735,5,88,54,98.22,14.69,93.32,10,1,0,0,98.22,0,0,0,9.79,0
4,20190804,161551,4,169,470,95.67,12.27,83.4,10,1,0,0,95.67,0,0,0,0,0
9,20190804,111533,5,23,8140,18.19,13.7,4.49,10,1,0,0,18.19,0,0,0,0,0
1,20190805,131736,4,150,4691,16.87,7.42,9.45,5,1,0,0,16.87,0,0,0,0,0
1,20190805,132047,4,151,4691,7.13,6.35,0.78,5,1,0,0,7.13,0,0,0,0,0
1,20190805,145118,4,200,2185,28.94,19.98,8.96,10,1,0,0,28.94,0,0,0,0,0
1,20190805,162749,3,300,2947,41.7,15.49,26.21,10,1,0,0,41.7,0,0,0,0,0
1,20190805,171845,2,158,9528,69.25,8.24,64.39,5,1,0,0,69.25,0,0,0,3.38,0
1,20190805,172007,4,299,5838,48.89,13.2,35.69,10,1,0,0,48.89,0,0,0,0,0
4,20190805,171320,72,57,0,0,13.38,4.61,10,1,0,0,0,0,0,17.99,0,0
9,20190805,153946,4,178,6188,23.07,16.55,28.18,5,1,0,0,23.07,0,21.66,0,0,0
9,20190805,162040,4,204,0,0,10.98,34.52,5,1,0,0,0,0,0,0,45.5,0
9,20190805,164407,4,212,0,0,54.15,168.11,10,1,0,222.26,0,0,0,0,0,0
1,20190806,85700,3,43,0,0,15.97,66.21,10,1,-50,0,0,0,0,0,132.18,0
1,20190806,143115,2,21,7570,0.19,10.68,-10.49,10,1,0,0,0.19,0,0,0,0,0
1,20190806,172514,3,339,0,0,10.03,33.14,10,1,0,43.17,0,0,0,0,0,0
4,20190806,204206,2,338,8085,24.29,16.37,7.92,5,1,0,0,24.29,0,0,0,0,0
9,20190806,122938,36,93,0,0,10.53,27.68,10,1,0,0,0,0,0,38.21,0,0
1,20190807,115355,3,178,5697,2.73,9.88,-7.15,5,1,0,0,2.73,0,0,0,0,0
1,20190807,142127,3,292,2975,3.23,12.43,-9,10,1,0.2,0,3.23,0,0,0,0,0
1,20190807,153104,3,333,8957,16.13,22.85,-6.72,10,1,0,0,16.13,0,0,0,0,0
4,20190807,193736,2,320,0,0,11.94,52.28,10,1,0,0,0,0,0,64.22,0,0
9,20190807,111326,5,58,8755,101.79,19.16,82.63,10,1,0,0,101.79,0,0,0,0,0
9,20190807,125302,8,18,0,0,7.98,-5.99,5,1,1.99,0,0,0,0,0,0,0
9,20190807,154802,7,270,5682,3.98,14.08,-10.1,10,1,0,0,3.98,0,0,0,0,0
9,20190807,155916,35,41,8287,1.51,16.43,-14.92,10,1,0,0,1.51,0,0,0,0,0
9,20190807,172025,4,161,7959,7.44,11.24,-3.8,5,1,0,0,7.44,0,0,0,0,0
4,20190808,112148,5,9,8085,9.15,7.55,1.6,5,1,0,0,9.15,0,0,0,0,0
4,20190808,145631,4,57,54,29.54,18.11,11.43,10,1,0,0,29.54,0,0,0,0,0
9,20190808,121540,7,121,8855,7.16,14.84,-7.68,10,2,0,0,7.16,0,0,0,0,0
9,20190808,151533,6,230,7761,45.69,40.76,4.93,10,1,0,0,45.69,0,0,0,0,0
9,20190808,153023,5,124,9674,38.8,22.34,16.46,5,1,0,0,38.8,0,0,0,0,0
1,20190809,95849,3,77,4142,13.67,16.97,-3.3,5,1,0,0,13.67,0,0,0,0,0
1,20190809,111036,4,68,3697,84.42,11.27,73.15,10,1,0,0,84.42,0,0,0,0,0
1,20190809,134021,3,242,0,0,11.97,-10.99,10,1,0.98,0,0,0,0,0,0,0
1,20190809,144643,2,12,4691,19.79,6.68,13.11,5,1,0,0,19.79,0,0,0,0,0
1,20190809,144944,2,13,4691,39.6,7.47,32.13,5,1,0,0,39.6,0,0,0,0,0
1,20190809,183844,2,214,7449,68.02,12.62,55.4,5,1,0,0,68.02,0,0,0,0,0
4,20190809,195926,1,75,1013,6.2,16.2,-10,10,1,0,0,6.2,0,0,0,0,0
9,20190809,94843,1,30,8204,14.15,24.15,-10,10,1,0,0,14.15,0,0,0,0,0
9,20190809,131049,4,131,2880,97.49,29.92,67.57,5,1,0,0,97.49,0,0,0,0,0
9,20190809,160850,3,40,0,0,10.28,2.88,5,1,0,0,0,0,0,0,13.16,0
1,20190810,113047,4,88,1159,16.56,8.21,8.35,5,1,0,0,16.56,0,0,0,0,0
1,20190810,124629,3,180,0,0,8.86,11.3,5,1,0,0,0,0,0,20.16,0,0
4,20190810,165036,1,133,0,0,11.83,9.17,10,1,21,0,0,0,0,0,0,0
4,20190810,215953,2,328,0,0,13.47,15.61,5,1,0,0,0,0,0,29.08,0,0
9,20190810,110057,6,14,6848,13.76,23.76,-10,10,1,0,0,13.76,0,0,0,0,0
9,20190810,174455,6,165,8527,2.97,11.9,-4.13,10,1,4.8,0,2.97,0,0,0,0,0
1,20190811,164939,2,98,4449,8.53,6.92,1.61,5,1,0,0,8.53,0,0,0,0,0
1,20190811,165551,4,326,5460,54.52,12.45,43.66,10,1,-20,0,54.52,0,0,0,21.59,0
4,20190811,185644,3,408,0,0,7.46,15.47,5,1,0,0,0,0,0,22.93,0,0
4,20190811,202203,1,178,8085,17.49,22.14,-4.65,15,2,0,0,17.49,0,0,0,0,0
9,20190811,122632,4,60,2424,4.97,21.94,-16.97,15,2,0,0,4.97,0,0,0,0,0
1,20190812,130750,2,20,0,0,12.17,-12.17,10,1,0,0,0,0,0,0,0,0
1,20190812,133430,2,36,7671,68.51,16.11,52.4,10,1,0,0,68.51,0,0,0,0,0
1,20190812,134504,2,42,3580,78.18,16.48,61.7,5,1,0,0,78.18,0,0,0,0,0
4,20190812,115922,3,123,1007,12.73,17.85,-5.12,10,1,0,0,12.73,0,0,0,0,0
4,20190812,165723,3,246,1685,41.1,12.32,28.78,5,1,0,0,41.1,0,0,0,0,0
9,20190812,160434,5,187,9748,29.73,5.98,23.75,5,1,0,0,29.73,0,0,0,0,0
1,20190813,115046,3,145,6808,51.61,18.17,39.83,10,1,6.39,0,51.61,0,0,0,0,0
1,20190813,133628,71,95,2606,37.34,10.36,26.98,10,1,0,0,37.34,0,0,0,0,0
1,20190813,154009,2,241,9537,10.88,6.98,3.9,5,1,0,0,10.88,0,0,0,0,0
4,20190813,121413,4,50,0,0,10.47,14.05,5,1,0,0,0,0,0,24.52,0,0
9,20190813,172750,3,46,7532,9.06,8.95,0.11,5,1,0,0,9.06,0,0,0,0,0
1,20190814,101155,1,120,1159,3.98,7.48,-3.5,5,1,0,0,3.98,0,0,0,0,0
1,20190814,151137,2,77,2666,13.48,8.9,4.58,5,1,0,0,13.48,0,0,0,0,0
1,20190814,183850,3,225,2947,6.24,17.23,-10.99,10,1,0,0,6.24,0,0,0,0,0
4,20190814,112153,4,11,2984,59.31,18.73,40.58,10,1,0,0,59.31,0,0,0,0,0
4,20190814,112241,71,33,4914,0.71,12.71,-12,10,1,0,0,0.71,0,0,0,0,0
4,20190814,120755,4,29,0,0,7.67,-4.61,5,1,0,0,0,0,0,0,3.06,0
9,20190814,115953,3,118,0,0,29.76,158.65,10,1,0,0,0,0,0,0,188.41,0
9,20190814,145359,4,113,5832,54.44,27.91,33.84,10,1,0,0,54.44,0,0,7.31,0,0
9,20190814,155424,5,173,229,20.99,17.9,3.09,10,1,0,0,20.99,0,0,0,0,0
1,20190815,151526,3,293,7082,2.18,17.18,-15,10,1,0,0,2.18,0,0,0,0,0
1,20190815,153255,4,78,771,6.4,16.02,-9.62,10,1,0,0,6.4,0,0,0,0,0
1,20190815,164406,4,118,9673,46.46,27.84,18.62,20,2,0,0,46.46,0,0,0,0,0
4,20190815,175241,3,265,3955,8.98,16.4,-7.42,10,1,0,0,8.98,0,0,0,0,0
4,20190815,204601,2,392,3591,24.16,19.51,4.65,10,1,0,0,24.16,0,0,0,0,0
9,20190815,103602,75,21,0,0,15.76,17.86,10,1,0,0,0,0,0,33.62,0,0
9,20190815,171716,2,49,8755,136.62,22.12,118.47,10,1,0,0,136.62,0,0,3.97,0,0
1,20190816,145336,3,271,5845,8.17,8.19,-0.02,5,1,0,0,8.17,0,0,0,0,0
1,20190816,165833,3,363,5460,8.1,14.85,-6.75,10,1,0,0,8.1,0,0,0,0,0
1,20190816,173325,4,230,8521,17.85,13.97,3.88,5,1,0,0,17.85,0,0,0,0,0
9,20190816,112000,4,32,2037,26.75,18.21,8.54,10,1,0,0,26.75,0,0,0,0,0
9,20190816,151941,2,142,0,0,11.51,-10,10,1,1.51,0,0,0,0,0,0,0
1,20190817,164526,3,362,324,5.04,6.55,-1.51,5,1,0,0,5.04,0,0,0,0,0
4,20190817,173116,5,258,1907,35.84,13.33,33.26,10,1,0,0,35.84,0,0,10.75,0,0
4,20190817,173536,5,262,0,0,7.66,28.12,5,1,0,0,0,0,0,35.78,0,0
4,20190817,195203,2,97,0,0,17.89,2.08,10,1,0,0,0,0,3.58,0,16.39,0
9,20190817,103429,6,55,1658,39,41.63,32.39,10,1,0,0,39,0,23.21,11.81,0,0
9,20190817,111325,35,32,0,0,5,-5,5,1,0,0,0,0,0,0,0,0
9,20190817,111525,35,33,3697,2.67,12.67,-10,10,1,0,0,2.67,0,0,0,0,0
9,20190817,114708,6,86,2525,36.14,26.35,22.21,10,1,12.42,0,36.14,0,0,0,0,0
1,20190818,172242,1,64,4420,43.98,23.16,20.82,10,1,0,0,43.98,0,0,0,0,0
1,20190818,173540,2,153,0,0,9.66,12.72,5,1,22.38,0,0,0,0,0,0,0
4,20190818,151017,5,156,1715,41.08,49.85,-8.77,20,3,0,0,41.08,0,0,0,0,0
4,20190818,153918,5,180,0,0,10.23,-10,10,1,0.23,0,0,0,0,0,0,0
4,20190818,171411,3,128,6723,97.85,22,75.85,10,1,0,0,97.85,0,0,0,0,0
1,20190819,84824,3,15,1617,19.46,15.26,4.2,10,1,0,0,19.46,0,0,0,0,0
1,20190819,94232,3,63,4691,6.75,7.75,-1,5,1,0,0,6.75,0,0,0,0,0
1,20190819,94544,3,64,4691,7.63,9.05,3.41,5,1,4.83,0,7.63,0,0,0,0,0
1,20190819,100726,4,30,860,19.66,18.85,0.81,10,1,0,0,19.66,0,0,0,0,0
1,20190819,131249,4,191,8588,5.96,8.98,-3.02,5,1,0,0,5.96,0,0,0,0,0
4,20190819,125123,5,68,0,0,9.55,-0.04,5,1,9.51,0,0,0,0,0,0,0
4,20190819,162653,4,44,4547,109.69,21.39,108.31,10,1,20.01,0,109.69,0,0,0,0,0
4,20190819,170557,2,238,0,0,9.2,-6.19,5,1,3.01,0,0,0,0,0,0,0
4,20190819,195025,3,441,6485,117,26.54,114.57,20,3,0,0,117,0,0,0,24.11,0
9,20190819,123959,4,30,8520,18.57,13.75,15.14,10,1,0,0,18.57,0,10.32,0,0,0
9,20190819,144728,4,124,229,20.27,16.29,3.98,10,1,0,0,20.27,0,0,0,0,0
9,20190819,173748,2,67,7959,5.04,6.03,-0.99,5,1,0,0,5.04,0,0,0,0,0
1,20190820,164025,2,102,5399,35.13,10.65,24.48,10,1,0,0,35.13,0,0,0,0,0
1,20190820,172848,3,319,3183,33.07,13.96,19.11,10,1,0,0,33.07,0,0,0,0,0
1,20190820,210820,2,300,4449,8.85,20.2,3.57,5,1,14.92,0,8.85,0,0,0,0,0
4,20190820,115416,5,31,6510,3,27.04,-14.94,10,1,0,0,3,0,9.1,0,0,0
4,20190820,130909,2,210,6962,262.81,31.95,251.81,10,1,0,0,262.81,0,0,20.95,0,0
4,20190820,160014,4,179,0,0,16.59,-5.33,10,1,0,0,0,0,0,0,11.26,0
9,20190820,141712,6,214,9429,212.14,8.34,223.58,5,1,0,0,212.14,0,0,19.78,0,0
1,20190821,125809,2,17,2185,26.54,16.58,9.96,10,1,0,0,26.54,0,0,0,0,0
1,20190821,141016,2,81,2666,25.73,8.28,17.45,5,1,0,0,25.73,0,0,0,0,0
1,20190821,150245,4,228,9748,13.26,16.76,-3.5,5,1,0,0,13.26,0,0,0,0,0
1,20190821,153432,1,118,0,0,13.09,-13,10,1,0.09,0,0,0,0,0,0,0
1,20190821,173728,2,244,8957,12.07,14.97,-2.9,10,1,0,0,12.07,0,0,0,0,0
1,20190821,182802,2,266,3580,64.41,18.19,46.22,10,1,0,0,64.41,0,0,0,0,0
4,20190821,173736,3,306,9002,7.76,10.25,-2.49,5,1,0,0,7.76,0,0,0,0,0
9,20190821,95427,6,70,229,14.95,27.96,-13.01,20,2,0,0,14.95,0,0,0,0,0
9,20190821,105538,7,60,5686,40.09,13.47,26.62,10,1,0,0,40.09,0,0,0,0,0
9,20190821,115842,7,97,8755,121.96,17.79,130.75,10,1,0,0,121.96,0,16.58,0,0,10
9,20190821,164737,1,86,0,0,16.79,-13.98,10,1,0,0,0,0,0,2.81,0,0
9,20190821,171511,3,74,1029,9.06,6.25,4.92,5,1,2.11,0,9.06,0,0,0,0,0
9,20190821,215311,2,229,2735,10.37,10.98,-0.61,5,1,0,0,10.37,0,0,0,0,0
1,20190822,191134,2,142,2600,14.61,14.07,0.54,10,1,0,0,14.61,0,0,0,0,0
1,20190822,201724,2,195,3799,5,15.32,-4.99,5,1,5.33,0,5,0,0,0,0,0
4,20190822,110125,3,119,1836,8.86,9.98,-1.12,5,1,0,0,8.86,0,0,0,0,0
9,20190822,124630,6,95,0,0,15.35,10.97,10,1,26.32,0,0,0,0,0,0,0
1,20190823,100324,3,72,0,0,16.96,-13.79,10,1,3.17,0,0,0,0,0,0,0
1,20190823,142520,1,112,8337,117.59,37.62,90.25,10,1,0,0,117.59,0,0,0,10.28,0
1,20190823,153832,4,207,5845,18.56,6.2,12.36,5,1,0,0,18.56,0,0,0,0,0
4,20190823,123053,2,105,1715,32.42,35.7,-3.28,10,1,0,0,32.42,0,0,0,0,0
4,20190823,132543,4,262,0,0,11.24,16.76,10,1,28,0,0,0,0,0,0,0
4,20190823,134609,3,117,1007,27.86,18.26,14.06,10,1,4.46,0,27.86,0,0,0,0,0
9,20190823,191121,1,288,0,0,13.74,-13.74,10,1,0,0,0,0,0,0,0,0
1,20190824,73223,1,12,0,0,6.01,42.73,5,1,48.74,0,0,0,0,0,0,0
1,20190824,135350,71,112,9528,21.72,5.75,15.97,5,1,0,0,21.72,0,0,0,0,0
1,20190824,142055,1,127,0,0,10.08,7.4,5,1,0,0,0,0,0,17.48,0,0
1,20190824,193316,3,349,0,0,6.98,17.17,5,1,0,0,0,0,0,24.15,0,0
4,20190824,114957,3,129,622,15.16,11.86,3.3,5,1,0,0,15.16,0,0,0,0,0
4,20190824,121430,3,141,0,0,12.98,-12.49,10,1,0.49,0,0,0,0,0,0,0
9,20190824,135309,3,14,8855,1.97,6.97,-5,5,1,0,0,1.97,0,0,0,0,0
1,20190825,94657,1,64,3394,19.45,5.99,13.46,5,1,0,0,19.45,0,0,0,0,0
1,20190825,102437,2,92,0,0,15.53,-15.08,10,1,0.45,0,0,0,0,0,0,0
1,20190825,144755,4,35,8588,4.99,5.46,-0.47,5,1,0,0,4.99,0,0,0,0,0
1,20190825,175350,2,367,3183,62.51,14.22,74.54,10,1,0,0,62.51,0,0,26.25,0,0
4,20190825,111107,5,29,8242,71.71,30.46,41.79,10,1,0,0,71.71,0,0,0.54,0,0
4,20190825,140401,5,139,0,0,14.6,-3.72,10,1,10.88,0,0,0,0,0,0,0
4,20190825,153639,5,197,3599,57.38,25.19,32.19,10,1,0,0,57.38,0,0,0,0,0
9,20190825,173151,2,123,9708,40.34,14.6,25.74,10,1,0,0,40.34,0,0,0,0,0
1,20190826,122506,2,190,3394,3.38,5.39,-2.01,5,1,0,0,3.38,0,0,0,0,0
1,20190826,133116,3,39,0,0,8.74,15.56,5,1,24.3,0,0,0,0,0,0,0
1,20190826,155734,3,127,9537,5.79,13.1,-7.31,10,1,0,0,5.79,0,0,0,0,0
1,20190826,161158,2,314,5838,42.97,12.42,30.55,10,1,0,0,42.97,0,0,0,0,0
1,20190826,162648,3,148,3088,1.28,10.09,-4.56,10,1,4.25,0,1.28,0,0,0,0,0
1,20190826,163823,3,157,3038,25,11.33,14.57,10,1,0.9,0,25,0,0,0,0,0
1,20190826,164443,4,248,5399,10.31,17.13,-5.45,10,1,1.37,0,10.31,0,0,0,0,0
4,20190826,182058,4,308,0,0,25.84,114.36,10,1,0,0,0,0,0,130.2,0,10
4,20190826,204114,2,253,0,0,5.13,3.08,5,1,6,0,0,0,0,0,2.21,0
9,20190826,131305,4,29,0,0,12.57,-1.17,10,1,11.4,0,0,0,0,0,0,0
9,20190826,162817,4,156,6188,70.6,13.69,59.41,10,1,0,0,70.6,0,0,0,2.5,0
9,20190826,182417,3,101,0,0,14.95,70.17,10,1,0,0,0,0,0,85.12,0,0
1,20190827,130259,3,193,8675,26.56,13.68,12.88,10,1,0,0,26.56,0,0,0,0,0
1,20190827,150817,2,64,2666,19.95,8.77,11.18,5,1,0,0,19.95,0,0,0,0,0
1,20190827,153206,3,240,5682,9.86,6.25,3.61,5,1,0,0,9.86,0,0,0,0,0
1,20190827,175129,3,322,3054,26.16,5.16,21,5,1,0,0,26.16,0,0,0,0,0
1,20190827,175311,3,323,3054,6.97,5.48,1.49,5,1,0,0,6.97,0,0,0,0,0
1,20190827,180659,4,359,5686,1.34,10.1,-8.76,5,1,0,0,1.34,0,0,0,0,0
1,20190827,204449,2,322,6222,53.3,30.48,22.82,30,3,0,0,53.3,0,0,0,0,0
4,20190827,93019,2,81,0,0,22.17,50.81,10,1,0,0,0,0,0,0,72.98,0
4,20190827,155006,5,89,0,0,13.43,-1.84,10,1,11.59,0,0,0,0,0,0,0
